user_id	status_id	created_at	text	lang	is_quote	is_retweet
1162009818460295168	1191177484450115584	2019-11-04T02:16:57Z	"Me bloqueo pero bueno... ser homosexual es cuestión de biología no se creencias 

https://t.co/sXkwDDx8Ca https://t.co/ZRSq9zT97V"	es	FALSE	FALSE
1183082568062771209	1198486162748428294	2019-11-24T06:19:02Z	"لا يوجد جين وراثي معين/محدد يعمل على تغيير ميول الشخص ليصبح من المثليين  كما ويُعتقد أن عدة جينات مشتركة معاً (لم يتم تحديدها) هي السبب ولكن بنسبة ضئيلة

أما العوامل الغير وراثية مثل التنشئة والاختيار الشخصي فلها الأثر الأكبر بذلك

https://t.co/eMJuS8ZRmz"	ar	FALSE	TRUE
1024799545	1207158745693855744	2019-12-18T04:40:47Z	"(2/4) ""Large-scale GWAS reveals insights into the genetic architecture of same-sex sexual behavior"" published in @sciencemagazine. @bmneale @andganna @CGM_MGH  @broadinstitute #MGRI https://t.co/90EsOfU8Zy https://t.co/LfipjJLcwS"	en	FALSE	TRUE
1074318614885425153	1206174635932319744	2019-12-15T11:30:17Z	"Baru. Fresh from the oven. 

Artikel yang diterbitkan di jurnal Science tanggal 30 Agustus ini menutup perdebatan tentang keberadaan ""gen gay"". 

Studi yang melibatkan 493 ribu orang ini menunjukkan bahwa tidak ada ""gen gay"". Apa maksudnya?
https://t.co/NNIN2Qna1H"	in	FALSE	TRUE
850063165547098112	1191832169259384832	2019-11-05T21:38:26Z	"@kat04747 @darakass It is not one gene 🧬, it’s many 🧬 🧬,🧬
Very complicated biology of sexual behaviors. 
https://t.co/j9FHFUALib https://t.co/de9Oyi9JpH"	en	FALSE	FALSE
1195240264769474560	1196176805322874880	2019-11-17T21:22:28Z	There is no single “gay gene,” according to a new study in Science. Thousands of genetic variants are linked to the trait, each with small effects. Homosexual behavior is influenced both by genetic and environmental factors, like most other human traits. https://t.co/2BeT1rbrfl https://t.co/QbxueoLbLz	en	FALSE	TRUE
1018954493575225350	1191865233272397824	2019-11-05T23:49:50Z	"@MehdiJami منظورم نه خبر از مقاله، اصل آن که چندماه پیش چاپ هم شد در ساینس.
CONCLUSION: Same-sex sexual behavior is influenced by not one or a few genes but many.
اینجاhttps://t.co/CZfWr6kUDH"	und	FALSE	FALSE
763289879086116864	1194710189309489152	2019-11-13T20:14:40Z	【LGBTは遺伝しない】約50万人の遺伝子を大規模解析したところ、性的指向が遺伝で決まる割合はせいぜい8-25%程度で、基本的には（胎児期を含めた）環境による影響が大きいとする論文が今朝の『サイエンス』誌に報告されました→ https://t.co/h7S65cECzp	ja	FALSE	TRUE
2347238233	1190973244213469184	2019-11-03T12:45:23Z	"@bl_ucziz @aretaheb1 @maciekflorka @OlekMalinowski @RKSPany @bi_blaise @logicznyX Oraz że orientacja seksualna jest zapisana w genach, a nie jest wynikiem molestowania w dzieciństwie:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1186793068537827329	2019-10-22T23:54:51Z	"@RepublikaTV ""Propagować w szkole"" to można ideologię katolicką. Orientacja seksualna jest zapisana w genach, nie da się jej ""propagować""
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1193160555567206400	2019-11-09T13:36:58Z	"@LudwikowskiJan @Przemekjasny @MaciejowskiMac Oczywiście. 
Orientacja seksualna jest zapisana w genach i jest indukowana hormonalnie podczas ciąży:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1186996699736301568	2019-10-23T13:24:01Z	"@LITRcaly @Siplas_62 @mamaitataorgpl @RepublikaTV @OrdoIuris Badania z genetyki medycznej pokazują, że ta fundacja szerzy ciemnotę:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql https://t.co/3BIp3uiESg"	pl	FALSE	FALSE
2347238233	1191115515772768256	2019-11-03T22:10:43Z	"@tvp_info Te badania z genetyki
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql
dowodzą, że publicysta Karoń ściga się z niemieckimi pornolami o to, gdzie będzie więcej pier***enia."	pl	FALSE	FALSE
2347238233	1185949795397050370	2019-10-20T16:03:59Z	"@GrTomek @Adrian69311917 Przecież to @PubMedOnline! Dwa artykuły z Archives of Sexual Behavior,dwa z Scientific Reports (Nature), i dwa właśnie z Science. To ma być ideologiczne?
Niech pan nie robi z siebie pośmiewiska.
Szkoda mi czasu na dalszą dyskusję. 
#ciemnota #katobolszewia
https://t.co/Wnwt2LvuAu"	pl	TRUE	FALSE
2347238233	1189206283448135681	2019-10-29T15:44:07Z	"@AwBielawski @HowardCampbel @Fra_Castle Po co pan kłamie? Ja podaję znacznie więcej.
- O genetyce orientacji seksualnej:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1188248045626036230	2019-10-27T00:16:25Z	"@MLinwiczPL @antybol_k @PawelRabiej Pamiętajmy, że homoseksualizm nie jest nienaturalny, bo powszechnie występuje w naturze. Orientacja jest zapisana w genach:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1187004184945668096	2019-10-23T13:53:45Z	"@mamaitataorgpl A niech sobie pamiętają. 
PS: dodałem kolejny:
https://t.co/Ht1igT3IQT"	pl	TRUE	FALSE
2347238233	1191107368769216512	2019-11-03T21:38:21Z	"@AwBielawski @MartiMar123456 @HowardCampbel @Fra_Castle @PubMedOnline PS: A tutaj wątek z badaniami z Medline, gdyby dobrodziej przeoczył.
Ty Wiesiu naprawdę myślisz, że masz do czynienia z idiotami? 
https://t.co/XiSAfMdnvT"	pl	TRUE	FALSE
2347238233	1207017165641146368	2019-12-17T19:18:12Z	"@RepublikaTV Brednie.
Nie ma czegoś takiego jak ""ideologia LGBT"". Badania z genetyki pokazują jednoznacznie, że ludzie tacy się urodzili:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1174015192860176385	2019-09-17T17:40:08Z	"@PiotrekKita @190Wojciech @CywilizacjaZ @Somdrate @Damian_Bury @oko_press Nie.
Za to genetyka mówi, że orientacja seksualna jest zapisana w genach i jest indukowana hormonalnie podczas ciąży:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1170308547650949122	2019-09-07T12:11:15Z	"@DonVon76805370 @dave_errorx404 @SUPERWIZJER_TVN @tvn24 @NellaEwa @MariaMikola Siedmioletnie dziecko nie ma orientacji seksualnej? Może i koloru oczu też nie?
Orientacja seksualna jest zapisana w genach:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1191087212324179970	2019-11-03T20:18:15Z	"Straszny suchar, bo pani od biologii nie zna się na biologii 🤣
Geje rozmnażają się płciowo.
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql
https://t.co/UUbKEsg8Lb"	pl	TRUE	FALSE
2347238233	1186996292330967041	2019-10-23T13:22:24Z	"@mamaitataorgpl PS: Badania z genetyki medycznej pokazują jednoznacznie, że szerzycie państwo ciemnotę:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql https://t.co/LV7zU8a0tE"	pl	FALSE	FALSE
2347238233	1188860671196385280	2019-10-28T16:50:46Z	"@DlaPerska @AnkaBadowska @AAmagda24 @xmslyz Bo takowych chromosomów nie ma. Ale informacja o orientacji seksualnej zapisana jest w kilku loci:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql
I co teraz? 🤔"	pl	FALSE	FALSE
2347238233	1185293208777117696	2019-10-18T20:34:57Z	"@dariuszw13 @AnkaBadowska @xrmuszynski @Janusz1967 Bzdura. 
Owszem, nie ma ""genu homoseksualizmu"", ale informacja o orientacji seksualnej zapisana jest w kilku genach:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1170332936996085760	2019-09-07T13:48:10Z	"@DonVon76805370 @dave_errorx404 @SUPERWIZJER_TVN @tvn24 @NellaEwa @MariaMikola Badania naukowe pokazują jednoznacznie, że orientacja seksualna jest zapisana w genach. O żadnym ""przerabianiu"" nie ma mowy.
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1169136343831777287	2019-09-04T06:33:20Z	"@RLabuznik @MartiMar123456 @BartekPiekarski @lkwarzecha To się panu zdaje. 
Przeczytanie kłamstw z katolickich stronek nie jest przeczytaniem artykułu. 
@ekaipl nawet nie potrafi kłamać. Zresztą kłamstwo ma krótkie nogi:
https://t.co/UUiFZCCv7I"	pl	TRUE	FALSE
2347238233	1191796892298035200	2019-11-05T19:18:16Z	"@Rozmowa_RMF @RMF24pl Badania z genetyki medycznej pokazują, że pani #Chojna-Duch odpowiada bajki o ogolonym bobasie, niczym @Br_Nowak 
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1186793102700433410	2019-10-22T23:54:59Z	"""Propagować w szkole"" to można ideologię katolicką. Orientacja seksualna jest zapisana w genach, nie da się jej ""propagować""
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql https://t.co/Au6cT5m5i5"	pl	TRUE	FALSE
2347238233	1168932346877362179	2019-09-03T17:02:43Z	"@JuliaGlowin A tu, w tym najnowszym badaniu, które tak ochoczo państwo przytaczają. 
https://t.co/rWGFsb87ql
Może warto je przeczytać u źródła: https://t.co/n65oRt8d8l"	pl	FALSE	FALSE
2347238233	1187465995436187653	2019-10-24T20:28:50Z	"Badania z kilku uniwersytetów medycznych na świecie z genetyki medycznej pokazują jednoznacznie, że @RafalDorosinski kłamie:
1.https://t.co/VAdtOboG0c
2.https://t.co/bco0dgdCIh
3.https://t.co/r4XXkmT6rO
4.https://t.co/T7pzma6eaX
5.https://t.co/r3leGyv8Mh
6.https://t.co/rWGFsaQw1L"	pl	FALSE	FALSE
2347238233	1191087376879226880	2019-11-03T20:18:54Z	"@fideista @RobertBiedron Straszny suchar, bo pani od biologii nie zna się na biologii 🤣
Geje rozmnażają się płciowo. Pała z bioli!🤷‍♂️
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1169139944922787840	2019-09-04T06:47:39Z	"@RLabuznik @BartekPiekarski @lkwarzecha Przecież przytoczyłem panu link bezpośrednio do badania, nie do komentarza z gazety ekonomicznej: https://t.co/UUiFZCCv7I
I pańska koleżanka pisze mi coś o metodologii naukowej i logice? To raczej panu powinna o tym napisać."	pl	TRUE	FALSE
2347238233	1169144457884852226	2019-09-04T07:05:35Z	"@Magdale08266742 @RLabuznik @rubi1605 @BartekPiekarski @lkwarzecha Ależ proszę bardzo, zapraszam.
PS: W którym miejscu zabrakło mi argumentów? Bo nie widzę. Może mi pani wskaże? 
Cytuję linki do badań, włącznie do tego którego państwo nie przeczytali (a tak ochoczo się nim podpierają).
Kłamstwo ma krótkie nogi:
https://t.co/UUiFZCCv7I"	pl	TRUE	FALSE
2347238233	1187384309814120448	2019-10-24T15:04:14Z	"@CuddlyMcCuddles @Hellcat_55 @magdadropek @jsuchecka Zablokowałem tego trolla, szkoda czasu. 
Ale badania podeślę, możesz mu zrobić zrzut ekranu.
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1169160810356248576	2019-09-04T08:10:33Z	"@XMaciejXX Dokładnie! Hahaha 
https://t.co/UUiFZCCv7I"	pl	TRUE	FALSE
2347238233	1188485648677818368	2019-10-27T16:00:34Z	"@AAmagda24 @MagdaMswms A ja wtrąciłem się do rozmowy z czymś innym:
https://t.co/90r9X4ajdc"	pl	TRUE	FALSE
2347238233	1173962303651360770	2019-09-17T14:09:59Z	"@HugonDark @wojtwojt27 @krzysztofdzi3 Proszę się nie powoływać na badania,których pan nie przeczytał. 
Artykuł w ""Science"" mówi, że nie ma jednego ""genu homoseksualizmu"",a że informacja jest zapisana w kilku loci. Po drugie: czynniki środowiskowe to hormony podczas ciąży,a nie ""dom i znajomi"".
https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1186997352634212352	2019-10-23T13:26:36Z	"@AnkaBadowska @mamaitataorgpl I niczym samozwańczy sekciarski ""instytut"" straszą sądem. Paradne!
Badania naukowe pokazują, że fundacja kłamie:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql https://t.co/5CEP7apUzi"	pl	FALSE	FALSE
2347238233	1188485374575812610	2019-10-27T15:59:28Z	"@AAmagda24 @Hamlet_the_girl @xmslyz @PubMedOnline Nie. Wtrąciłem się do dyskusji z badaniami na temat genetyki.
https://t.co/90r9X4ajdc"	pl	TRUE	FALSE
2347238233	1188287397596946432	2019-10-27T02:52:47Z	"@AAmagda24 @Hamlet_the_girl @xmslyz A od kiedy państwo wierzą w badania naukowe?
Ale to dobrze. Zatem tu garść badań naukowych do ogarnięcia:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1186996947271462912	2019-10-23T13:25:00Z	"Badania z kilku uniwersytetów medycznych na świecie pokazują, że @mamaitataorgpl kłamie na temat osób nieheteroseksualnych:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql https://t.co/FD5UJiS4AN"	pl	FALSE	FALSE
2347238233	1188336487185735681	2019-10-27T06:07:51Z	"@janek_1962 @MarcinWenta Przesłanie nie ""zacne"", a głupie.
Badania z genetyki pokazują,że orientacji nie da się wybrać-jest zapisana w genach
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1169136038566072323	2019-09-04T06:32:07Z	"@RLabuznik @BartekPiekarski @lkwarzecha ...opublikowanych w ""Science"" - nie czytał pan artykułu.
Link do źródła:
https://t.co/rWGFsb87ql
Autorzy stwierdzili, że nie istnieje jeden ""gen homoseksualizmu"",a że informacja o orientacji seksualnej zapisana jest w pięciu loci. Potwierdziły się wcześniejsze badania. https://t.co/DPLCyDUdCb"	pl	FALSE	FALSE
2347238233	1184603909362475008	2019-10-16T22:55:55Z	"@Luiza08050533 @RepublikaTV Zmodyfikują je genetycznie? Badania z genetyki pokazują, że orientacja seksualna jest zapisana w genach:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1189200212998397952	2019-10-29T15:19:59Z	"@DlaPerska @JPG76635161 @AnkaBadowska @AAmagda24 @xmslyz @FPodlesny Proszę nie nazywać ciemnoty i niedouczenia sarkazmem.
Odpowiedziałem dobrodziejce linkami do badań z genetyki medycznej:
https://t.co/DP7nLhyiUb"	pl	TRUE	FALSE
2347238233	1168998334830448640	2019-09-03T21:24:56Z	"@JuliaGlowin @Marta19271 @dynamiczne @tterlikowski @ArturStelmasiak Homoseksualizm wynika z zapisanej informacji genetycznej na pięciu loci; już to pani tłumaczyliśmy cytując badanie, którym się pani podpiera w tych swoich pier***etach. 
Na wszelki wypadek powtórzę, skoro umknął pani link do badania:
https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1174319255686393859	2019-09-18T13:48:23Z	"@Zbyszko26397497 @Somdrate @Weru15802278 @gazeta_wyborcza @pisorgpl @PubMedOnline Badania z genetyki pokazują, że opowiada pan brednie. 
Orientację seksualną tak można ""wyleczyć"" jak kolor oczu:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1169082583369625600	2019-09-04T02:59:43Z	"@wPolityce_pl Póki co ""druzgocące"" są kłamstwa katobolszewii. Niniejsze badanie nie wykazało nic nowego - informacja genetyczna jest zapisana na kilku loci, nie ma pojedynczego ""genu homoseksualizmu"". A czynniki środowiskowe to hormony in utero.
#kościół #manipulacja 
https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1194490394693787648	2019-11-13T05:41:17Z	"@Jellyeater2 @AnkaBadowska @MartiMar123456 @ChAnja_mw @elvijka @DominikKucinsk @Miroszak I znów pan manipuluje?
Badania z genetyki orientacji seksualnej są również na bliźniętach:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1187464812046897152	2019-10-24T20:24:07Z	"@PawelBiedrowski @RafalDorosinski Badania z kilku uniwersytetów medycznych na świecie z genetyki medycznej pokazują jednoznacznie, że @RafalDorosinski kłamie:
1.https://t.co/VAdtOboG0c
2.https://t.co/bco0dgdCIh
3.https://t.co/r4XXkmT6rO
4.https://t.co/T7pzma6eaX
5.https://t.co/r3leGyv8Mh
6.https://t.co/rWGFsaQw1L"	pl	FALSE	FALSE
2347238233	1189062157868175361	2019-10-29T06:11:24Z	@AAmagda24 @JPG76635161 @DlaPerska @AnkaBadowska @xmslyz https://t.co/DP7nLhyiUb	und	TRUE	FALSE
2347238233	1188523234641240069	2019-10-27T18:29:55Z	"@MarysiaBarylska @TOPTVPINFO @sowalui @Agniesz78326320 Tak, jestem lekarzem. Owszem, nie ma genu homoseksualizmu: informacja o orientacji seksualnej zapisana jest w kilku loci:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql https://t.co/L8L0XEOErW"	pl	FALSE	FALSE
2347238233	1183415071776661504	2019-10-13T16:11:54Z	"@RyszardSotysek @lis_tomasz To nie ideologia, a ludzka biologia. Orientacja seksualna jest zapisana w genach.
Czyli jest pan przeciwko ludziom?
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1174003874157473793	2019-09-17T16:55:10Z	"@PiotrekKita @190Wojciech @CywilizacjaZ @Somdrate @Damian_Bury @oko_press Co to jest ""plemię homoseksualistów"", i jak to się ma do tych badań z genetyki medycznej?
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1173963294081781761	2019-09-17T14:13:55Z	"@krzysztofdzi3 @HugonDark @wojtwojt27 Ale przecież wiemy skąd bierze się orientacja seksualna -jest zapisana w genach i jest indukowana hormonalnie podczas ciąży:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1169131102579122178	2019-09-04T06:12:30Z	"@RLabuznik @BartekPiekarski @lkwarzecha PS: Te ""barabuły"" o genetycznym pochodzeniu orientacji seksualnej są od dawna udowodnione naukowo:
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1187402569452326913	2019-10-24T16:16:48Z	"@NieWieczorem @MatkaWolna Porównywać przestępczość i choroby do cech biologicznych uwarunkowanych genetycznie...? 
1.https://t.co/VAdtObGhoM
2.https://t.co/bco0dgve6R
3.https://t.co/r4XXkmBvAg
4.https://t.co/T7pzmanPzx
5.https://t.co/r3leGyMKaR
6.https://t.co/rWGFsb87ql"	pl	FALSE	FALSE
2347238233	1168931114033041408	2019-09-03T16:57:49Z	"@JuliaGlowin @tterlikowski @ArturStelmasiak W komentowanym artykule piszą dokładnie co innego, niż chciałoby przeczytać środowisko katolików. To pewnie wina oczadzenia umysłu kościelnym kadzidłem-jest wysoce neurotoksyczne. 
Informację o orientacji seksualnej znaleziono na pięciu loci:
https://t.co/rWGFsb87ql https://t.co/bPvZREGmc4"	pl	FALSE	FALSE
939570346369470467	1197566712075431937	2019-11-21T17:25:28Z	"The long story on https://t.co/eQjtyzwaOK

https://t.co/JPD9n2IahZ"	en	FALSE	FALSE
939570346369470467	1167156016275959808	2019-08-29T19:24:13Z	There is no single “gay gene,” according to a new study in Science. Thousands of genetic variants are linked to the trait, each with small effects. Homosexual behavior is influenced both by genetic and environmental factors, like most other human traits. https://t.co/2BeT1rbrfl https://t.co/QbxueoLbLz	en	FALSE	TRUE
1012392464060121089	1168617391393296386	2019-09-02T20:11:12Z	"Tak kłamią @Janusz1967 i @ekaipl - zaprzeczając badaniom, na które się powołują.
1. Autorzy badania mówią o wpływie nie jednego a wielu genów.
2. Brak dziedziczenia w sposób jednogenowy, nie oznacza, że dana cecha nie może być wrodzona.
Link do badań👇.
https://t.co/KYpnwiN14D https://t.co/RJtxo0Ti8b"	pl	FALSE	TRUE
